indexOfdf,Id,ColumnName,Orignal,Modified,ErrorType,Fixing
17867,70645283,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17868,71094459,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17869,62130411,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17870,68309501,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17871,70014295,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17872,70010911,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17873,72186827,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17874,66626409,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17875,69614956,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17877,69617998,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17878,70472979,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17880,69182778,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17881,69183557,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17884,67151343,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17885,68720427,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17886,66934115,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17887,71097038,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17888,69817359,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17889,69183444,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17890,68537564,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17891,71096955,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17892,71097131,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17893,69817570,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17894,69621962,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17895,68310033,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17896,69817624,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17897,71094669,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17898,69622090,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17899,71093810,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17900,68538013,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17901,70645173,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17902,68300006,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17903,71802902,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17904,68309651,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17905,70014158,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17906,69183428,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17907,71611767,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17908,72184118,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17909,69182987,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17910,65468296,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17911,67284730,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17912,67746029,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17913,71094380,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17914,70645073,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17915,71805073,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17916,71094671,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17917,68534980,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17918,68309594,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17919,70474486,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17920,67278783,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17921,72183887,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17922,69817502,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17923,69184914,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17924,69618213,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17925,71614451,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17926,71614569,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17927,72186935,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17928,69185039,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17929,71094849,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17930,68302304,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17931,68721418,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17932,70016502,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17933,72183913,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17934,66934349,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17935,68310368,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17936,71805237,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17937,68536706,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17938,68744224,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17939,72186908,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17940,68306010,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17941,71093845,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17942,68305898,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17943,68305804,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17944,71805303,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17945,69622196,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17946,68719131,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17947,70016323,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17948,71614876,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17949,68300369,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17950,71607286,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17951,69621875,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17952,67151449,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17953,70475848,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17954,71805108,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17955,71607628,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17956,70265464,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17957,72186943,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17958,67746342,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17960,70016526,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17961,68310471,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17962,71611703,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17964,72184000,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17965,70265251,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17966,68299899,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17967,70263500,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17968,70016435,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17969,68309611,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17970,71095013,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17971,71805199,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17972,67151336,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17973,71607428,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17974,70474174,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17975,71606972,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17976,70265460,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17977,69621708,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17978,70014163,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17979,70475441,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17980,71614487,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17981,72184154,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17982,70016386,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17984,69622126,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17985,69183746,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17986,66625883,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17988,70016152,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17989,71094804,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17990,71097217,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17991,66626400,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17992,71093839,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17993,67151537,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17994,70016200,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17995,69185029,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17996,69817605,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17997,70475628,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
17999,68310188,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18000,71093884,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18001,69615602,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18002,69615176,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18003,71805039,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18004,68310166,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18005,68302080,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18006,70009824,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18007,67151624,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18008,72184027,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18009,69622240,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18010,70011314,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18011,68744188,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18012,60585194,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18013,69622379,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18014,66626562,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18015,71805250,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18017,67151746,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18018,69618256,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18019,70015910,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18020,70264190,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18021,66626336,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18022,67746879,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18023,71097077,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18024,68310198,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18025,70263492,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18027,68306012,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18028,70475614,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18029,69181620,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18030,70645233,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18031,71805145,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18032,71611657,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18033,68719554,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18034,69817556,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18035,71803121,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18036,72180231,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18037,70265307,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18038,71094104,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18039,68729089,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18040,68310087,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18041,63545682,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18042,67283363,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18043,66934121,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18044,68729455,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18045,68720167,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18046,69621903,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18047,67285444,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18048,71805345,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18049,72181586,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18050,71615024,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18051,70475823,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18052,71803591,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18053,69183262,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18054,70016373,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18055,71805284,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18056,70475654,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18057,71614381,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18058,71805276,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18059,69817578,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18060,67746429,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18061,68308534,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18062,69181625,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18063,72186996,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18064,68310260,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18065,67746854,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18066,68728592,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18067,72186987,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18068,68309830,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18069,69616085,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18070,68306837,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18071,71805260,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18072,71614431,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18073,67746060,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18074,63545745,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18075,70263506,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18076,70014492,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18078,69182748,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18079,71614988,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18080,68736889,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18081,68537849,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18082,66448176,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18084,70016313,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18085,71097039,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18086,71094817,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18087,69622244,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18088,70016245,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18089,69615520,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18090,67746903,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18091,71611756,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18092,69618748,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18093,67746968,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18094,68306063,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18095,71610741,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18096,69184743,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18098,69184877,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18099,71614873,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18100,68722084,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18101,68298332,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18102,72186886,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18103,69181511,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18104,66934131,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18105,69184763,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18106,69185015,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18107,68720383,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18108,70263666,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18109,72183957,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18110,72185930,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18111,71091896,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18112,67748727,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18113,69183265,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18114,68537277,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18115,70016278,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18116,68302912,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18117,68537748,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18118,71097099,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18119,69622237,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18120,69184780,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18121,70474187,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18122,71614620,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18123,71091167,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18124,71097220,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18125,70265024,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18126,69621891,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18127,68300382,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18128,69621965,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18129,70016184,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18130,68536966,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18131,71614879,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18132,71615087,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18133,70645331,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18134,66934491,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18136,71096994,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18137,70016149,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18138,70263822,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18139,70645335,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18140,70016153,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18141,71094581,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18142,69618194,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18143,69184968,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18144,70474253,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18145,68309950,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18146,69622077,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18147,70475570,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18148,71610776,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18149,68306598,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18150,68309677,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18151,71615031,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18152,66453017,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18153,71607664,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18154,68310385,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18155,68309526,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18156,69618388,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18157,69182734,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18158,68728662,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18159,67151601,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18160,63548372,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18161,69181622,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18162,66626958,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18163,67746957,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18164,67746033,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18167,68299042,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18168,72187052,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18170,70265235,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18171,71097173,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18172,69622337,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18174,70016568,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18175,70645749,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18176,68309783,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18177,67151402,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18178,70264886,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18180,68302218,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18181,70011120,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18182,72184136,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18183,66932828,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18184,71091023,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18185,69815468,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18186,70263661,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18187,69621729,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18188,70264311,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18189,71614557,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18190,68310204,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18191,69182866,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18192,71097125,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18194,69622269,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18195,70474231,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18196,67745976,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18198,71802893,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18199,69184970,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18200,68739976,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18201,68728733,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18202,70475589,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18203,72181997,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18204,70008606,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18205,69622349,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18206,68310423,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18207,67150635,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18208,68537820,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18209,67747684,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18210,68720194,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18211,67285362,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18212,69618872,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18213,68310313,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18214,67746868,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18215,72183987,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18216,69817420,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18217,70265232,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18218,71095009,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18219,70007285,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18220,71614480,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18221,67748366,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18222,66450138,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18223,68306028,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18224,68304798,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18225,68720911,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18226,69622006,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18227,68308895,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18228,68310269,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18229,67151428,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18230,68744079,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18231,70016520,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18232,70645055,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18233,72184209,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18234,69816286,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18235,71097078,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18236,69183467,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18237,71614756,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18238,68310344,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18239,69622176,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18240,69183358,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18241,70472544,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18242,71090933,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18243,67748547,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18244,68309859,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18245,68537193,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18246,68537287,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18247,71094566,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18248,70475568,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18249,67748465,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18250,68300463,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18251,68537745,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18252,68299716,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18253,65219557,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18254,71615007,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
18255,68310029,ContractTime, ,non-specified,Inconsistency,replacing all inconsistant values
